tatort	tatort_cleaned	tatort_coding	lat	lon
Lintforter Straße 82	Lintforter Straße 82	Lintforter Straße 82, Moers, Deutschland	51.49002	6.59998
Lintforter Straße 84	Lintforter Straße 84	Lintforter Straße 84, Moers, Deutschland	51.49	6.60015
Lintforter Straße 85	Lintforter Straße 85	Lintforter Straße 85, Moers, Deutschland	51.49029	6.60002
Lintforter Straße 85b	Lintforter Straße 85b	Lintforter Straße 85b, Moers, Deutschland	51.49026	6.6002
Lintforter Straße 86	Lintforter Straße 86	Lintforter Straße 86, Moers, Deutschland	51.48997	6.60033
Lintforter Straße 87	Lintforter Straße 87	Lintforter Straße 87, Moers, Deutschland	51.49019	6.60063
Lintforter Straße 88	Lintforter Straße 88	Lintforter Straße 88, Moers, Deutschland	51.48994	6.60053
Lintforter Straße 89	Lintforter Straße 89	Lintforter Straße 89, Moers, Deutschland	51.49015	6.60087
Lintforter Straße 89a	Lintforter Straße 89a	Lintforter Straße 89a, Moers, Deutschland	51.49016	6.60079
Lintforter Straße 90	Lintforter Straße 90	Lintforter Straße 90, Moers, Deutschland	51.48988	6.60069
Lintforter Straße 91	Lintforter Straße 91	Lintforter Straße 91, Moers, Deutschland	51.49014	6.60129
Lintforter Straße 92	Lintforter Straße 92	Lintforter Straße 92, Moers, Deutschland	51.48985	6.60092
Lintforter Straße 93	Lintforter Straße 93	Lintforter Straße 93, Moers, Deutschland	51.49013	6.60154
Lintforter Straße 97	Lintforter Straße 97	Lintforter Straße 97, Moers, Deutschland	51.49009	6.602
Lintforter Straße ggü. Haus-Nr. 114	Lintforter Straße 114	Lintforter Straße 114, Moers, Deutschland	51.48979	6.60449
Lintforter Straße ggü. Haus-Nr. 114/116	Lintforter Straße 114/116	Lintforter Straße 114/116, Moers, Deutschland	51.48989	6.598
Lintforter Straße ggü. Haus-Nr. 116c	Lintforter Straße 116c	Lintforter Straße 116c, Moers, Deutschland	51.4898	6.60498
Lintforter Straße ggü. Haus-Nr. 120	Lintforter Straße 120	Lintforter Straße 120, Moers, Deutschland	51.48989	6.598
Lintforter Straße ggü. Haus-Nr. 140	Lintforter Straße 140	Lintforter Straße 140, Moers, Deutschland	51.48953	6.6081
Lintforter Straße ggü. Haus-Nr. 75	Lintforter Straße 75	Lintforter Straße 75, Moers, Deutschland	51.49038	6.59821
Lintforter Straße ggü. Haus-Nr. 75, Parkplatz	Lintforter Straße 75, Parkplatz	Lintforter Straße 75, Parkplatz, Moers, Deutschland	51.49038	6.59821
Lintforter Straße ggü. Haus-Nr. 75c	Lintforter Straße 75c	Lintforter Straße 75c, Moers, Deutschland	51.49038	6.59851
Lintforter Straße ggü. Haus-Nr. 75f	Lintforter Straße 75f	Lintforter Straße 75f, Moers, Deutschland	51.49054	6.59904
Lintforter Straße ggü. Haus-Nr. 77	Lintforter Straße 77	Lintforter Straße 77, Moers, Deutschland	51.49038	6.59889
Lintforter Straße ggü. Haus-Nr. 80	Lintforter Straße 80	Lintforter Straße 80, Moers, Deutschland	51.49011	6.59956
Lintforter Straße ggü. Haus-Nr. 81	Lintforter Straße 81	Lintforter Straße 81, Moers, Deutschland	51.49039	6.59953
Lintforter Straße ggü. Haus-Nr. 85b	Lintforter Straße 85b	Lintforter Straße 85b, Moers, Deutschland	51.49026	6.6002
Lintforter Straße ggü. Haus-Nr. 89	Lintforter Straße 89	Lintforter Straße 89, Moers, Deutschland	51.49015	6.60087
Lintforter Straße ggü. Haus-Nr. 90	Lintforter Straße 90	Lintforter Straße 90, Moers, Deutschland	51.48988	6.60069
Lintforter Straße ggü. Haus-Nr. 91	Lintforter Straße 91	Lintforter Straße 91, Moers, Deutschland	51.49014	6.60129
Lintforter Straße ggü. Haus-Nr. 93	Lintforter Straße 93	Lintforter Straße 93, Moers, Deutschland	51.49013	6.60154
Lintforter Straße ggü. Haus-Nr. 93, Cafe Büsch	Lintforter Straße 93, Cafe Büsch	Lintforter Straße 93, Cafe Büsch, Moers, Deutschland	51.49013	6.60154
Lintforter Straße ggü. Haus-Nr. 94b	Lintforter Straße 94b	Lintforter Straße 94b, Moers, Deutschland	51.48989	6.598
Lintforter Straße ggü. Haus-Nr. 95	Lintforter Straße 95	Lintforter Straße 95, Moers, Deutschland	51.49011	6.6018
Lintforter Straße ggü. Haus-Nr. 95, Parkplatz	Lintforter Straße 95, Parkplatz	Lintforter Straße 95, Parkplatz, Moers, Deutschland	51.49011	6.6018
Lintforter Straße ggü. Haus-Nr. 95a	Lintforter Straße 95a	Lintforter Straße 95a, Moers, Deutschland	51.4901	6.6019
Lintforter Straße hinter Haus-Nr. 85	Lintforter Straße  85	Lintforter Straße  85, Moers, Deutschland	51.49029	6.60002
Lintforter Straße in Höhe von Haus-Nr. 105	Lintforter Straße 105	Lintforter Straße 105, Moers, Deutschland	51.49001	6.60332
Lintforter Straße in Höhe von Haus-Nr. 106	Lintforter Straße 106	Lintforter Straße 106, Moers, Deutschland	51.48968	6.60348
Lintforter Straße in Höhe von Haus-Nr. 108	Lintforter Straße 108	Lintforter Straße 108, Moers, Deutschland	51.48989	6.598
Lintforter Straße in Höhe von Haus-Nr. 113	Lintforter Straße 113	Lintforter Straße 113, Moers, Deutschland	51.49021	6.60499
Lintforter Straße in Höhe von Haus-Nr. 114	Lintforter Straße 114	Lintforter Straße 114, Moers, Deutschland	51.48979	6.60449
Lintforter Straße in Höhe von Haus-Nr. 114d	Lintforter Straße 114d	Lintforter Straße 114d, Moers, Deutschland	51.48979	6.60449
Lintforter Straße in Höhe von Haus-Nr. 115	Lintforter Straße 115	Lintforter Straße 115, Moers, Deutschland	51.4901	6.60537
Lintforter Straße in Höhe von Haus-Nr. 116	Lintforter Straße 116	Lintforter Straße 116, Moers, Deutschland	51.4898	6.60498
Lintforter Straße in Höhe von Haus-Nr. 15	Lintforter Straße 15	Lintforter Straße 15, Moers, Deutschland	51.48943	6.58992
Lintforter Straße in Höhe von Haus-Nr. 21	Lintforter Straße 21	Lintforter Straße 21, Moers, Deutschland	51.48955	6.59087
Lintforter Straße in Höhe von Haus-Nr. 23	Lintforter Straße 23	Lintforter Straße 23, Moers, Deutschland	51.48957	6.59103
Lintforter Straße in Höhe von Haus-Nr. 29	Lintforter Straße 29	Lintforter Straße 29, Moers, Deutschland	51.48965	6.59175
Lintforter Straße in Höhe von Haus-Nr. 61	Lintforter Straße 61	Lintforter Straße 61, Moers, Deutschland	51.49023	6.59598
Lintforter Straße in Höhe von Haus-Nr. 64	Lintforter Straße 64	Lintforter Straße 64, Moers, Deutschland	51.49009	6.59706
Lintforter Straße in Höhe von Haus-Nr. 72, Parkplatz	Lintforter Straße 72, Parkplatz	Lintforter Straße 72, Parkplatz, Moers, Deutschland	51.48992	6.5983
Lintforter Straße in Höhe von Haus-Nr. 73	Lintforter Straße 73	Lintforter Straße 73, Moers, Deutschland	51.49038	6.59807
Lintforter Straße in Höhe von Haus-Nr. 74	Lintforter Straße 74	Lintforter Straße 74, Moers, Deutschland	51.49017	6.59894
Lintforter Straße in Höhe von Haus-Nr. 75	Lintforter Straße 75	Lintforter Straße 75, Moers, Deutschland	51.49038	6.59821
Lintforter Straße in Höhe von Haus-Nr. 75c	Lintforter Straße 75c	Lintforter Straße 75c, Moers, Deutschland	51.49038	6.59851
Lintforter Straße in Höhe von Haus-Nr. 75f	Lintforter Straße 75f	Lintforter Straße 75f, Moers, Deutschland	51.49054	6.59904
Lintforter Straße in Höhe von Haus-Nr. 76	Lintforter Straße 76	Lintforter Straße 76, Moers, Deutschland	51.49015	6.59914
Lintforter Straße in Höhe von Haus-Nr. 77	Lintforter Straße 77	Lintforter Straße 77, Moers, Deutschland	51.49038	6.59889
Lintforter Straße in Höhe von Haus-Nr. 78	Lintforter Straße 78	Lintforter Straße 78, Moers, Deutschland	51.49014	6.59927
Lintforter Straße in Höhe von Haus-Nr. 80	Lintforter Straße 80	Lintforter Straße 80, Moers, Deutschland	51.49011	6.59956
Lintforter Straße in Höhe von Haus-Nr. 81	Lintforter Straße 81	Lintforter Straße 81, Moers, Deutschland	51.49039	6.59953
Lintforter Straße in Höhe von Haus-Nr. 82	Lintforter Straße 82	Lintforter Straße 82, Moers, Deutschland	51.49002	6.59998
Lintforter Straße in Höhe von Haus-Nr. 83	Lintforter Straße 83	Lintforter Straße 83, Moers, Deutschland	51.49052	6.60028
Lintforter Straße in Höhe von Haus-Nr. 84	Lintforter Straße 84	Lintforter Straße 84, Moers, Deutschland	51.49	6.60015
Lintforter Straße in Höhe von Haus-Nr. 85	Lintforter Straße 85	Lintforter Straße 85, Moers, Deutschland	51.49029	6.60002
Lintforter Straße in Höhe von Haus-Nr. 85a	Lintforter Straße 85a	Lintforter Straße 85a, Moers, Deutschland	51.49029	6.60002
Lintforter Straße in Höhe von Haus-Nr. 85b	Lintforter Straße 85b	Lintforter Straße 85b, Moers, Deutschland	51.49026	6.6002
Lintforter Straße in Höhe von Haus-Nr. 85d	Lintforter Straße 85d	Lintforter Straße 85d, Moers, Deutschland	51.48989	6.598
Lintforter Straße in Höhe von Haus-Nr. 87	Lintforter Straße 87	Lintforter Straße 87, Moers, Deutschland	51.49019	6.60063
Lintforter Straße in Höhe von Haus-Nr. 88	Lintforter Straße 88	Lintforter Straße 88, Moers, Deutschland	51.48994	6.60053
Lintforter Straße in Höhe von Haus-Nr. 89	Lintforter Straße 89	Lintforter Straße 89, Moers, Deutschland	51.49015	6.60087
Lintforter Straße in Höhe von Haus-Nr. 89a	Lintforter Straße 89a	Lintforter Straße 89a, Moers, Deutschland	51.49016	6.60079
Lintforter Straße in Höhe von Haus-Nr. 90	Lintforter Straße 90	Lintforter Straße 90, Moers, Deutschland	51.48988	6.60069
Lintforter Straße in Höhe von Haus-Nr. 90, Parkplatz	Lintforter Straße 90, Parkplatz	Lintforter Straße 90, Parkplatz, Moers, Deutschland	51.48988	6.60069
Lintforter Straße in Höhe von Haus-Nr. 91	Lintforter Straße 91	Lintforter Straße 91, Moers, Deutschland	51.49014	6.60129
Lintforter Straße in Höhe von Haus-Nr. 92	Lintforter Straße 92	Lintforter Straße 92, Moers, Deutschland	51.48985	6.60092
Lintforter Straße in Höhe von Haus-Nr. 93	Lintforter Straße 93	Lintforter Straße 93, Moers, Deutschland	51.49013	6.60154
Lintforter Straße in Höhe von Haus-Nr. 94	Lintforter Straße 94	Lintforter Straße 94, Moers, Deutschland	51.48989	6.598
Lintforter Straße in Höhe von Haus-Nr. 97	Lintforter Straße 97	Lintforter Straße 97, Moers, Deutschland	51.49009	6.602
Lintforter Straße in Höhe von Haus-Nr., Cafe Büsch	Lintforter Straße, Cafe Büsch	Lintforter Straße, Cafe Büsch, Moers, Deutschland	51.48989	6.598
Lintforter Straße in Höhe von Haus-Nr., Parkplatz	Lintforter Straße, Parkplatz	Lintforter Straße, Parkplatz, Moers, Deutschland	51.48989	6.598
Lintforter Straße neben Haus-Nr. 81, Ausfahrt Hinterbebauung	Lintforter Straße 81, Ausfahrt Hinterbebauung	Lintforter Straße 81, Ausfahrt Hinterbebauung, Moers, Deutschland	51.49039	6.59953
Lintforter Straße vor Haus-Nr. 76	Lintforter Straße 76	Lintforter Straße 76, Moers, Deutschland	51.49015	6.59914
Lintforter Straße, Brücke Moersbach	Lintforter Straße, Brücke Moersbach	Lintforter Straße, Brücke Moersbach, Moers, Deutschland	51.48989	6.598
Lintforter Straße, Cafe Büsch	Lintforter Straße, Cafe Büsch	Lintforter Straße, Cafe Büsch, Moers, Deutschland	51.48989	6.598
Lintforter Straße, Ecke Am Jundbornpark 236a	Lintforter Straße, Ecke Am Jundbornpark 236a	Lintforter Straße, Ecke Am Jundbornpark 236a, Moers, Deutschland	51.49009	6.60385
Lintforter Straße, Markt	Lintforter Straße, Markt	Lintforter Straße, Markt, Moers, Deutschland	51.48989	6.598
Lintforter Straße, Neben 81 Parkplatz	Lintforter Straße, Neben 81 Parkplatz	Lintforter Straße, Neben 81 Parkplatz, Moers, Deutschland	51.49039	6.59953
Lintforter Straße, Parkplatz	Lintforter Straße, Parkplatz	Lintforter Straße, Parkplatz, Moers, Deutschland	51.48989	6.598
Lintforter Straße, ppl	Lintforter Straße, ppl	Lintforter Straße, ppl, Moers, Deutschland	51.48989	6.598
Lippestraße 54g	Lippestraße 54g	Lippestraße 54g, Moers, Deutschland	51.4572	6.64196
Lippestraße in Höhe von Haus-Nr. 1g, Ecke Königsbergerstr.	Lippestraße 1g, Ecke Königsbergerstr.	Lippestraße 1g, Ecke Königsbergerstr., Moers, Deutschland	51.45252	6.64418
Lippestraße in Höhe von Haus-Nr. 44	Lippestraße 44	Lippestraße 44, Moers, Deutschland	51.45597	6.64247
lm Ohl	lm Ohl	lm Ohl, Moers, Deutschland	51.44546	6.62907
lm Ohl ggü. Haus-Nr. 3	lm Ohl 3	lm Ohl 3, Moers, Deutschland	51.44583	6.62856
Lobelienweg 5	Lobelienweg 5	Lobelienweg 5, Moers, Deutschland	51.40563	6.59967
Lockertstraße 25	Lockertstraße 25	Lockertstraße 25, Moers, Deutschland	51.43838	6.6611
Lockertstraße ggü. Haus-Nr. 27	Lockertstraße 27	Lockertstraße 27, Moers, Deutschland	51.43839	6.6612
Lockertstraße in Höhe von Haus-Nr. 3	Lockertstraße 3	Lockertstraße 3, Moers, Deutschland	51.43822	6.66009
Lohestraße ggü. Haus-Nr. 12	Lohestraße 12	Lohestraße 12, Moers, Deutschland	51.4578	6.6669
Lohestraße ggü. Haus-Nr. 12, Wendehammer	Lohestraße 12, Wendehammer	Lohestraße 12, Wendehammer, Moers, Deutschland	51.4578	6.6669
Lohestraße ggü. Haus-Nr. 2	Lohestraße 2	Lohestraße 2, Moers, Deutschland	51.45757	6.66678
Lohestraße ggü. Haus-Nr. 7	Lohestraße 7	Lohestraße 7, Moers, Deutschland	51.45773	6.66649
Lohestraße ggü. Haus-Nr. 9	Lohestraße 9	Lohestraße 9, Moers, Deutschland	51.45779	6.66647
Lohestraße, Wendehammer	Lohestraße, Wendehammer	Lohestraße, Wendehammer, Moers, Deutschland	51.4578	6.6669
Lortzingstraße 9	Lortzingstraße 9	Lortzingstraße 9, Moers, Deutschland	51.41765	6.60043
Lotharstraße 10	Lotharstraße 10	Lotharstraße 10, Moers, Deutschland	51.45148	6.64255
Lotharstraße 11	Lotharstraße 11	Lotharstraße 11, Moers, Deutschland	51.45192	6.64232
Lotharstraße 14	Lotharstraße 14	Lotharstraße 14, Moers, Deutschland	51.45103	6.64251
Lotharstraße 18	Lotharstraße 18	Lotharstraße 18, Moers, Deutschland	51.45128	6.64253
Lotharstraße 26	Lotharstraße 26	Lotharstraße 26, Moers, Deutschland	51.45164	6.64257
Lotharstraße 57	Lotharstraße 57	Lotharstraße 57, Moers, Deutschland	51.45148	6.64255
Lotharstraße 8	Lotharstraße 8	Lotharstraße 8, Moers, Deutschland	51.45042	6.64259
Lotharstraße 9	Lotharstraße 9	Lotharstraße 9, Moers, Deutschland	51.45169	6.6423
Lotharstraße ggü. Haus-Nr., SCHULTE BESTATTER	Lotharstraße, SCHULTE BESTATTER	Lotharstraße, SCHULTE BESTATTER, Moers, Deutschland	51.45148	6.64255
Lotharstraße hinter Haus-Nr. 8	Lotharstraße  8	Lotharstraße  8, Moers, Deutschland	51.45042	6.64259
Lotharstraße in Höhe von Haus-Nr. 10	Lotharstraße 10	Lotharstraße 10, Moers, Deutschland	51.45148	6.64255
Lotharstraße in Höhe von Haus-Nr. 14	Lotharstraße 14	Lotharstraße 14, Moers, Deutschland	51.45103	6.64251
Lotharstraße in Höhe von Haus-Nr. 34	Lotharstraße 34	Lotharstraße 34, Moers, Deutschland	51.45212	6.64261
Lotharstraße in Höhe von Haus-Nr. 7	Lotharstraße 7	Lotharstraße 7, Moers, Deutschland	51.45155	6.64226
Lotharstraße in Höhe von Haus-Nr. 8	Lotharstraße 8	Lotharstraße 8, Moers, Deutschland	51.45042	6.64259
Lotharstraße in Höhe von Haus-Nr., SCHULTE BESTATTER	Lotharstraße, SCHULTE BESTATTER	Lotharstraße, SCHULTE BESTATTER, Moers, Deutschland	51.45148	6.64255
Lotharstraße, Ecke Kirschenallee	Lotharstraße, Ecke Kirschenallee	Lotharstraße, Ecke Kirschenallee, Moers, Deutschland	51.45396	6.64998
Ludwig-Erhard-Straße, Ecke Am Mühlenteich	Ludwig-Erhard-Straße, Ecke Am Mühlenteich	Ludwig-Erhard-Straße, Ecke Am Mühlenteich, Moers, Deutschland	48.46459	8.93363
Ludwig-Richter-Ring ggü. Haus-Nr. 95	Ludwig-Richter-Ring 95	Ludwig-Richter-Ring 95, Moers, Deutschland	51.42685	6.65728
Ludwig-Richter-Ring in Höhe von Haus-Nr. 95	Ludwig-Richter-Ring 95	Ludwig-Richter-Ring 95, Moers, Deutschland	51.42685	6.65728
Luiter Straße ggü. Haus-Nr. 182, Im feld	Luiter Straße 182, Im feld	Luiter Straße 182, Im feld, Moers, Deutschland	51.39936	6.59466
Luiter Straße, Ecke Achterathsheideweg	Luiter Straße, Ecke Achterathsheideweg	Luiter Straße, Ecke Achterathsheideweg, Moers, Deutschland	51.40013	6.58725
Luiter Straße, Ecke Zum Egelsberg	Luiter Straße, Ecke Zum Egelsberg	Luiter Straße, Ecke Zum Egelsberg, Moers, Deutschland	51.40013	6.58725
Luiter Straße, Vor JVA	Luiter Straße, Vor JVA	Luiter Straße, Vor JVA, Moers, Deutschland	51.40013	6.58725
Mainstraße, Ecke Bismarckstr.	Mainstraße, Ecke Bismarckstr.	Mainstraße, Ecke Bismarckstr., Moers, Deutschland	51.46433	6.64053
Malvenstraße	Malvenstraße	Malvenstraße, Moers, Deutschland	51.47143	6.62356
Marc-Aurel-Straße in Höhe von Haus-Nr. 5	Marc-Aurel-Straße 5	Marc-Aurel-Straße 5, Moers, Deutschland	51.44181	6.6548
Marienburger Straße 34m	Marienburger Straße 34m	Marienburger Straße 34m, Moers, Deutschland	51.45727	6.64812
Marienburger Straße in Höhe von Haus-Nr. 14g	Marienburger Straße 14g	Marienburger Straße 14g, Moers, Deutschland	51.45727	6.64812
Marienburger Straße in Höhe von Haus-Nr. 34m	Marienburger Straße 34m	Marienburger Straße 34m, Moers, Deutschland	51.45727	6.64812
Marienburger Straße in Höhe von Haus-Nr. 44m	Marienburger Straße 44m	Marienburger Straße 44m, Moers, Deutschland	51.45727	6.64812
Marienstraße ggü. Haus-Nr. 1	Marienstraße 1	Marienstraße 1, Moers, Deutschland	51.40975	6.59311
Markt	Markt	Markt, Moers, Deutschland	51.489	6.60202
Markt in Höhe von Haus-Nr. 17	Markt 17	Markt 17, Moers, Deutschland	51.48921	6.60164
Markt in Höhe von Haus-Nr. 3, Parkplatz	Markt 3, Parkplatz	Markt 3, Parkplatz, Moers, Deutschland	51.48906	6.60268
Markt neben Haus-Nr., Parkplatz	Markt, Parkplatz	Markt, Parkplatz, Moers, Deutschland	51.489	6.60202
Markt, Parkplatz	Markt, Parkplatz	Markt, Parkplatz, Moers, Deutschland	51.489	6.60202
Markt, Zufahrt  zum Parkplatz	Markt, Zufahrt  zum Parkplatz	Markt, Zufahrt  zum Parkplatz, Moers, Deutschland	51.489	6.60202
Marktstraße	Marktstraße	Marktstraße, Moers, Deutschland	51.47138	6.62688
Marktstraße 42, Wendehammer	Marktstraße 42, Wendehammer	Marktstraße 42, Wendehammer, Moers, Deutschland	51.47123	6.62692
Marktstraße ggü. Haus-Nr. 42, Wendehammer	Marktstraße 42, Wendehammer	Marktstraße 42, Wendehammer, Moers, Deutschland	51.47123	6.62692
Marktstraße ggü. Haus-Nr. 70, Wendehammer	Marktstraße 70, Wendehammer	Marktstraße 70, Wendehammer, Moers, Deutschland	51.47094	6.62708
Marktstraße ggü. Haus-Nr. 74, Auf Piktogram 283	Marktstraße 74, Auf Piktogram 283	Marktstraße 74, Auf Piktogram 283, Moers, Deutschland	51.47095	6.62649
Marktstraße in Höhe von Haus-Nr. 35	Marktstraße 35	Marktstraße 35, Moers, Deutschland	51.4716	6.62699
Martin-Luther-Ring 33	Martin-Luther-Ring 33	Martin-Luther-Ring 33, Moers, Deutschland	51.41839	6.65351
Martin-Luther-Ring 59	Martin-Luther-Ring 59	Martin-Luther-Ring 59, Moers, Deutschland	51.41859	6.65158
Martin-Luther-Ring ggü. Haus-Nr. 104	Martin-Luther-Ring 104	Martin-Luther-Ring 104, Moers, Deutschland	51.4192	6.65336
Martin-Luther-Ring ggü. Haus-Nr. 114	Martin-Luther-Ring 114	Martin-Luther-Ring 114, Moers, Deutschland	51.41924	6.6541
Martin-Luther-Ring ggü. Haus-Nr. 27	Martin-Luther-Ring 27	Martin-Luther-Ring 27, Moers, Deutschland	51.4184	6.6538
Martin-Luther-Ring ggü. Haus-Nr. 47	Martin-Luther-Ring 47	Martin-Luther-Ring 47, Moers, Deutschland	51.41843	6.65251
Martin-Luther-Ring ggü. Haus-Nr. 59	Martin-Luther-Ring 59	Martin-Luther-Ring 59, Moers, Deutschland	51.41859	6.65158
Martin-Luther-Ring in Höhe von Haus-Nr. 37	Martin-Luther-Ring 37	Martin-Luther-Ring 37, Moers, Deutschland	51.41839	6.65325
Martin-Luther-Ring in Höhe von Haus-Nr. 59	Martin-Luther-Ring 59	Martin-Luther-Ring 59, Moers, Deutschland	51.41859	6.65158
Martin-Luther-Ring neben Haus-Nr. 88	Martin-Luther-Ring 88	Martin-Luther-Ring 88, Moers, Deutschland	51.41933	6.65213
Martin-Luther-Ring neben Haus-Nr. 88, Giebel	Martin-Luther-Ring 88, Giebel	Martin-Luther-Ring 88, Giebel, Moers, Deutschland	51.41933	6.65213
Martin-Luther-Ring, Ecke Jan-Hus-Str.	Martin-Luther-Ring, Ecke Jan-Hus-Str.	Martin-Luther-Ring, Ecke Jan-Hus-Str., Moers, Deutschland	51.4196	6.65471
Martin-Luther-Ring, hinter Kreisverkehr Bu.rechts	Martin-Luther-Ring, hinter Kreisverkehr Bu.rechts	Martin-Luther-Ring, hinter Kreisverkehr Bu.rechts, Moers, Deutschland	51.41866	6.65307
Martinstraße ggü. Haus-Nr. 1, Ecke Annastr.	Martinstraße 1, Ecke Annastr.	Martinstraße 1, Ecke Annastr., Moers, Deutschland	51.44615	6.64354
Martinstraße ggü. Haus-Nr. 17	Martinstraße 17	Martinstraße 17, Moers, Deutschland	51.44695	6.64371
Martinstraße hinter Haus-Nr., Ecke Annastr.	Martinstraße , Ecke Annastr.	Martinstraße , Ecke Annastr., Moers, Deutschland	51.44649	6.64362
Martinstraße in Höhe von Haus-Nr. 11	Martinstraße 11	Martinstraße 11, Moers, Deutschland	51.44659	6.64364
Martinstraße in Höhe von Haus-Nr. 5	Martinstraße 5	Martinstraße 5, Moers, Deutschland	51.44632	6.64358
Martinstraße in Höhe von Haus-Nr. 6	Martinstraße 6	Martinstraße 6, Moers, Deutschland	51.44621	6.64379
Martinstraße, Ecke Annastr.	Martinstraße, Ecke Annastr.	Martinstraße, Ecke Annastr., Moers, Deutschland	51.44649	6.64362
Martinstraße, Ecke Konradstr.	Martinstraße, Ecke Konradstr.	Martinstraße, Ecke Konradstr., Moers, Deutschland	51.44649	6.64362
Meerstraße	Meerstraße	Meerstraße, Moers, Deutschland	51.45116	6.62427
Meerstraße  ggü. Haus-Nr. 1	Meerstraße  1	Meerstraße  1, Moers, Deutschland	51.45163	6.62483
